drugName	cui	tty
Acebutolol	C0000946	IN
Acenocoumarol	C0000956	IN
Aceon	C0875950	BN
Acephen	C0729009	BN
Acepril	C0591031	BN
Acepromazine	C0000959	IN
Acerola C	C0718193	BN
Acerola	C0718192	BN
Aceta-Gesic	C0718195	BN
Aceta	C0718194	BN
Acetadote	C1330030	BN
Acetaminophen Child	C1637840	BN
Acetaminophen Jr	C0718197	BN
Acetaminophen PM	C0718198	BN
Acetaminophen Quickmelt	C1634011	BN
Acetaminophen	C0000970	IN
Acetasol HC	C0718206	BN
Acetasol	C0718205	BN
Acetate	C0000975	IN
Acetazolamide	C0000981	IN
Acetic Acid	C0000983	IN
Acetocot	C0718209	BN
Acetohexamide	C0000992	IN
Acetone	C0001002	IN
Acetophenazine maleate	C0304378	IN
Acetoxolone Aluminum	C0889334	IN
Acetoxolone	C0050521	IN
Acetoxyl	C1262747	BN
Acetyl salicylate	C0304348	IN
Acetylcarbromal	C0717380	IN
Acetylcarnitine Hydrochloride	C1509873	IN
Acetylcarnitine	C0001040	IN
Acetylcholine Chloride	C0055389	IN
Acetylcholine	C0001041	IN
Acetylcholinesterase	C0001044	IN
Acetylcysteine Sodium	C0772506	IN
Acetylcysteine	C0001047	IN
Acetyldigitoxin	C0520442	IN
Acetyldigoxins	C0001050	IN
Acetylene	C0001052	IN
Achromycin V	C0677059	BN
Achromycin	C0740484	BN
Aci-Jel	C0718210	BN
Acid Gone Antacid	C0718211	BN
Acid Gone	C1170022	BN
Acid Jelly	C0875951	BN
Acid Phos Fluor Rinse	C0718213	BN
Acid Relief	C0718214	BN
Acidic Vaginal Jelly	C1170023	BN
Acidulated Phosphate Fluoride	C0001134	IN
Aciphex	C0875952	BN
Acitak 200	C0731355	BN
Acitak 400	C0731356	BN
Acitak 800	C0731357	BN
Acitretin	C0050559	IN
Aclacin	C0591033	BN
Aclaro	C1589729	BN
Aclarubicin	C0001143	IN
Aclovate	C0718216	BN
Acne Medication	C0718218	BN
Acne Treatment	C0718219	BN
Acne brand of benozyl peroxide	C0718217	BN
Acne-10	C0718220	BN
Acne-5	C0718221	BN
Acne-Clear	C0718223	BN
Acnecide	C1263143	BN
Acnegel Forte	C0731359	BN
Acnegel	C1262749	BN
Acnigel	C0718224	BN
Acnomel	C0718225	BN
Acnotex	C0718226	BN
Acoflam Retard	C0731729	BN
Acoflam SR	C0731728	BN
Acoflam	C0731727	BN
Aconite	C0001157	IN
Acova	C0939245	BN
Acriflavine	C0001187	IN
Acrisorcin	C0301311	IN
ActHib with DPT	C0718227	BN
Actacin	C0718228	BN
Actagen	C0718229	BN
Actahist	C0718230	BN
Actamin	C0718231	BN
Actamine	C0718232	BN
Actedril	C0718233	BN
Acthar Gel	C0718234	BN
Acthrel	C0251514	BN
Actibine	C0305143	BN
Acticin	C0718235	BN
Acticon	C1602548	BN
Acticort 100	C0718236	BN
Actidil	C0701509	BN
Actidose Plus Sorbitol	C0718237	BN
Actidose-Aqua	C0718238	BN
Actifed Allergy Day/Night	C0718239	BN
Actifed Cold & Allergy	C1878779	BN
Actifed Cold & Sinus	C0718240	BN
Actifed Plus	C0718241	BN
Actifed with Codeine	C0718243	BN
Actifed	C0050631	BN
Actigall	C0718244	BN
Actilyse	C0678113	BN
Actimmune	C0813623	BN
Actinex	C0733396	BN
Actiq	C0718245	BN
Actisite	C0761924	BN
ActivOn Arthritis	C1949077	BN
ActivOn Joint & Muscle	C1949082	BN
Activase	C0701942	BN
Activated Charcoal	C0001275	IN
Activated attapulgite	C0521943	IN
Active brand of pseudoephedrine-triprolidine	C0718247	BN
Activella	C0875953	BN
Actonel brand of risedronate sodium	C0718248	BN
Actoplus Met	C1629454	BN
Actos	C0875954	BN
Actron	C0718249	BN
Acuflex	C1601796	BN
Acular LS	C1330033	BN
Acular	C0592931	BN
Acupan	C0600131	BN
Acuprin 81	C0718251	BN
Acutrim 16 Hour	C0718252	BN
Acutrim II	C1176362	BN
Acutrim Late Day	C0718254	BN
Acutuss DM Pediatric	C0939674	BN
Acyclovir Sodium	C0282040	IN
Acyclovir	C0001367	IN
Acylovir	C1602180	BN
Acys-5	C0718255	BN
Aczone	C1652085	BN
Adagen	C0718256	BN
Adalat AR	C0731362	BN
Adalat CC	C0718257	BN
Adalat LA	C0590660	BN
Adalat Retard 10	C0731363	BN
Adalat Retard 20	C0731364	BN
Adalat	C0590658	BN
Adalate LP	C0591038	BN
Adalate	C0591037	BN
Adapin	C0728756	BN
Adbeon	C0718258	BN
Adcortyl	C0591039	BN
Adderall-XR	C1170024	BN
Adderall	C0290795	BN
Adenine	C0001407	IN
Adeno-jec	C0718261	BN
Adenocard	C0813510	BN
Adenoscan	C0718262	BN
Adenosine Triphosphate	C0001480	IN
Adenosine	C0001443	IN
Adgan	C0718265	BN
Adidas	C1878861	BN
Adifax	C0591041	BN
Adipex-P	C0001520	BN
Adipine MR 10	C0731368	BN
Adipine MR 20	C0731369	BN
Adipost	C0718266	BN
Adizem-SR	C0590672	BN
Adizem-XL	C0590673	BN
Adizem	C0590671	BN
Adlone-40	C0718267	BN
Adlone-80	C0718268	BN
Adoxa	C1171126	BN
Adprin B	C0718269	BN
Adrenal cortex extract	C0304721	IN
Adrenaline Bitartrate	C0700536	IN
Adrenaline Hydrochloride	C0001636	IN
Adrenocot L.A.	C0718272	BN
Adrenocot	C0718271	BN
Adriamycin PFS	C0305163	BN
Adriamycin RDF	C0305164	BN
Adriamycin	C0085752	BN
Adrucil	C0699374	BN
Adsorbocarpine	C0718273	BN
Adsorbonac	C0718274	BN
Adult Pain	C0718275	BN
Adult Strength	C0718276	BN
Adult's Decongestant	C0731371	BN
Advair Diskus	C0939246	BN
Advair	C0965130	BN
Advanced Formula Di-Gel	C0718277	BN
Advanced Pain Relief	C0939247	BN
Advantage 24 Contraceptive	C0718278	BN
Advantage-S	C1121259	BN
Advicor	C1121704	BN
Advil Allergy Sinus	C1330036	BN
Advil Children's Cold	C1879115	BN
Advil Childrens	C0718279	BN
Advil Cold and Sinus	C0718280	BN
Advil Extra Strength	C0731372	BN
Advil Junior Strength	C0718281	BN
Advil Liquigel	C0718282	BN
Advil Migraine	C0939248	BN
Advil Multi-Symptom Cold	C1627906	BN
Advil PM	C1724010	BN
Advil Pediatric	C0718283	BN
Advil	C0593507	BN
Aero Otic HC	C1703514	BN
AeroBid	C0718284	BN
Aeroaid	C0718286	BN
Aerodine	C0718287	BN
Aerohist Plus	C1628344	BN
Aerohist	C1602274	BN
Aerokid	C1634538	BN
Aerolate III	C0718288	BN
Aerolate JR	C0718289	BN
Aerolate Sr.	C0305176	BN
Aerolate	C0700836	BN
Aerolin-400	C1235707	BN
Aerolin	C0731376	BN
Aeroseb-Dex	C0701262	BN
Aeroseb-HC	C0699385	BN
Aerosporin	C0699108	BN
Aerozoin	C0718290	BN
Afeditab CR	C1588180	BN
Aflaxen	C1170025	BN
Afrazine	C0731377	BN
African Pygeum Extract	C1620942	IN
Afrin 4 Hour Extra Moisturizing	C0718292	BN
Afrin Nasal Sinus	C0718294	BN
Afrin Nasal	C1170026	BN
Afrin	C0718291	BN
Afrinol	C0718296	BN
Aftate For Athletes Foot	C0718297	BN
Aftate For Jock Itch	C0718298	BN
Agar	C0001771	IN
Agenerase	C0754187	BN
Aggrastat Concentrate	C0939249	BN
Aggrastat	C0656369	BN
Aggrenox	C0732282	BN
Agistam	C1602505	BN
Agoral Plain	C1875943	BN
Agoral	C0718299	BN
Agrylin	C0718300	BN
Ah-Chew D	C0718302	BN
Ah-Chew II	C1629461	BN
Ah-Chew	C0718301	BN
Ahist	C1601698	BN
Aid to Sleep	C0718303	BN
Air-Raid	C1602316	BN
Air	C0001861	IN
Airet	C0718304	BN
Airomir	C0591047	BN
Ajmaline	C0001888	IN
Ak-Tracin	C0718171	BN
Akarpine	C0718305	BN
Akineton HCl	C0718306	BN
Akineton	C0591048	BN
Aknemin	C0591049	BN
Aknemycin	C0379553	BN
Akurza	C1948514	BN
Akwa Tears	C0718307	BN
Ala-Cort	C0718308	BN
Ala-Quin	C0718309	BN
Ala-Scalp HP	C0718310	BN
Ala-Tet	C0718311	BN
Alacol DM	C1590726	BN
Alacol	C1601568	BN
Alacortin	C1589079	BN
Alagesic	C0718312	BN
Alamag Plus	C0718314	BN
Alamag	C0718313	BN
Alamast	C0875955	BN
Alanine	C0001898	IN
Alatrofloxacin mesylate	C0724517	IN
Alavert D	C1641213	BN
Alavert	C1170027	BN
Alaway	C1949086	BN
Alba 3	C1588088	BN
Alba brand of Normal Human Serum	C0731378	BN
Albafort	C1590913	BN
Albalon	C0718315	BN
Albamycin	C0718316	BN
Albatussin CF	C1590837	BN
Albatussin DM	C1601505	BN
Albatussin EX	C1588373	BN
Albatussin LA	C1588354	BN
Albatussin NN	C1590780	BN
Albatussin PE	C1588364	BN
Albatussin Pediatric	C1590889	BN
Albatussin SR	C1590860	BN
Albatussin	C1601534	BN
Albay Bee Venom	C1256290	BN
Albendazole	C0001911	IN
Albenza	C0591462	BN
Albertsons brand of glucose	C1702578	BN
Albion D	C1590130	BN
Albucid	C0733415	BN
Albumarc	C0718318	BN
Albumin, Human	C0717385	IN
Albumin, Normal Serum, Human	C0718319	IN
Albumin-Alpine	C1330038	BN
Albuminar-25	C0305191	BN
Albuminar-5	C0305192	BN
Albuminar	C0591050	BN
Albumins	C0001924	IN
Albunex	C0051107	BN
Alburx	C1330039	BN
Albutein	C0591051	BN
Albuterol Sulfate	C0543495	IN
Albuterol	C0001927	IN
Alcaine	C0701337	BN
Alcare Plus	C0718320	BN
Alcare	C1330040	BN
Alclometasone	C0360534	IN
Alcohol Ethyl-Dextrose	C0718321	BN
Alcohols	C0001975	IN
Alconefrin-12	C0718325	BN
Alconefrin-25	C0718326	BN
Alcortin	C1615125	BN
Alcuronium Chloride	C0205658	IN
Alcuronium	C0001981	IN
Aldactazide	C0051122	BN
Aldactone	C0591054	BN
Aldara	C0718327	BN
Aldesleukin	C0218986	IN
Aldex AN	C1948962	BN
Aldex CT	C1741464	BN
Aldex D	C1737821	BN
Aldex DM	C1740049	BN
Aldex-G	C1588214	BN
Aldex	C1617769	BN
Aldoclor-150	C0718328	BN
Aldoclor-250	C0718329	BN
Aldomet	C0591055	BN
Aldoril 15	C0718331	BN
Aldoril 25	C0718332	BN
Aldoril D30	C0718333	BN
Aldoril D50	C0718334	BN
Aldoril	C1829357	BN
Aldroxicon II	C1660180	BN
Aldroxicon	C1879099	BN
Aldurazyme	C1330043	BN
Alenaze-D	C1636230	BN
Alendronate Sodium	C0700482	IN
Alendronate	C0102118	IN
Alendronic acid	C0771311	IN
Alenic Alka	C0718335	BN
Aler-Dryl	C0718337	BN
Aler-Tab	C1629520	BN
Alera	C1873679	BN
Alert brand of caffeine	C0718338	BN
Alertness Al	C0718339	BN
Alesse	C0718340	BN
Aleudrin	C1171448	BN
Aleve Caplet	C0718344	BN
Aleve Cold and Sinus	C0875956	BN
Aleve Gelcap	C0939250	BN
Aleve	C0718343	BN
Alexan-100	C0731382	BN
Alexan	C0591057	BN
Alexitol sodium	C0771603	IN
Alfacalcidol	C0044410	IN
Alfalfa preparation	C0939897	IN
Alfenta	C0002025	BN
Alfentanil Hydrochloride Novaplus	C1330044	BN
Alfentanil hydrochloride	C0700562	IN
Alfentanil	C0002026	IN
Alferon N	C0718345	BN
Alfuzosin hydrochloride	C0102130	IN
Algestone	C0002328	IN
Alginic Compound	C0718346	BN
Algiotic	C1588837	BN
Algitec	C0591060	BN
Ali Flex	C1601755	BN
Alidrin	C0718347	BN
Alimix	C0591061	BN
Alinia	C1170029	BN
Alka-Mints	C0718355	BN
Alka-Seltzer Anti-Gas	C1170030	BN
Alka-Seltzer Blue	C0718348	BN
Alka-Seltzer Cold Plus Flu Medicine	C1170031	BN
Alka-Seltzer Cold and Sinus	C1170032	BN
Alka-Seltzer Extra Strength	C0718349	BN
Alka-Seltzer Flavored	C0718350	BN
Alka-Seltzer Gold	C0718351	BN
Alka-Seltzer Heartburn Relief	C1170033	BN
Alka-Seltzer Morning Relief	C1171131	BN
Alka-Seltzer PM	C1878881	BN
Alka-Seltzer Plus Cold Liquigel	C0718356	BN
Alka-Seltzer Plus Cold Medicine	C0305206	BN
Alka-Seltzer Plus Cold and Cough Reformulated Mar 2007	C1809262	BN
Alka-Seltzer Plus Cold and Cough	C1171134	BN
Alka-Seltzer Plus Cold and Sinus	C1171135	BN
Alka-Seltzer Plus Cold	C1171136	BN
Alka-Seltzer Plus Cough and Cold Liquigel	C1170034	BN
Alka-Seltzer Plus Flu Liquigels	C1170035	BN
Alka-Seltzer Plus Flu	C1330045	BN
Alka-Seltzer Plus Night Time Cold Liquigel	C1170038	BN
Alka-Seltzer Plus Night Time Cold	C1170037	BN
Alka-Seltzer Plus Night Time Effervescent	C0718354	BN
Alka-Seltzer Plus Night Time Reformulated Dec 2006	C1813560	BN
Alka-Seltzer Plus Night Time	C1170036	BN
Alka-Seltzer	C0051166	BN
Alkabel	C1639198	BN
Alkeran I.V.	C0718357	BN
Alkeran	C0591063	BN
Alkets	C0718358	BN
Alkums	C0718359	BN
All Clear	C1449898	BN
All Day C CR	C0718360	BN
All Day Pain Relief	C1813112	BN
All-Nite Cold	C0718361	BN
Allan Tannate Pediatric	C1698006	BN
Allanderm	C1737825	BN
Allanfil	C1724539	BN
Allanfol	C1724370	BN
Allanhist PDX	C1949117	BN
Allanhist	C1703999	BN
Allantoin	C0002083	IN
Allanzyme	C1657547	BN
Allay	C0718362	BN
Allegra-D 24Hour	C1618281	BN
Allegra-D	C0718366	BN
Allegra	C1110594	BN
Allent	C0718367	BN
Aller-Chlor Decongestant	C0718369	BN
Aller-Chlor	C0718368	BN
Aller-Dryl Topical	C0718370	BN
AllerDur	C1948312	BN
AllerTan	C1691508	BN
Allercon	C0718371	BN
Allerest 12 Hour Nasal Spray	C0718373	BN
Allerest 12 Hour	C0718372	BN
Allerest Eye Drops	C0718374	BN
Allerest Headache Strength	C0718375	BN
Allerest Maximum Strength	C0718376	BN
Allerest No Drowsiness	C0718377	BN
Allerest Sinus	C0718378	BN
Allerfrim	C0718379	BN
Allerfrin with Codeine	C0718381	BN
Allerfrin	C0718380	BN
Allergen Ear	C1588834	BN
Allergenic extract	C0440016	IN
Allergia-C	C0718382	BN
Allergy Cold LA	C0939251	BN
Allergy Cream	C0718385	BN
Allergy Medicine Antihistamine	C0718386	BN
Allergy Plus Congestion	C1813118	BN
Allergy Relief	C0718387	BN
Allergy Sinus	C0718388	BN
Allergy Tablets	C0718389	BN
Allergy brand of ascorbic acid and quercetin	C1601308	BN
Allergy brand of chlorpheniramine	C0718383	BN
Allergy/Cold Tablet	C0718391	BN
Allergy/Cold	C0718390	BN
Allerhist-1	C0718392	BN
Allerhist-D	C0718393	BN
Allerlief	C0718394	BN
Allermax	C0718395	BN
Allerphed	C0718396	BN
Allersol-A	C0718398	BN
Allersol	C0718397	BN
Allerx Suspension Reformulated Jul 2007	C1949522	BN
Allerx Suspension	C1170039	BN
Allerx-D	C1170040	BN
Allerx	C0876719	BN
Allethrin	C0002119	IN
Allfen C	C1813794	BN
Allfen CX	C1813801	BN
Allfen DM	C0718399	BN
Allfen Jr	C1948479	BN
Allfen Reformulated Mar 2007	C1875976	BN
Allfen	C0939675	BN
Alli	C1871879	BN
Allopurinol Sodium	C0278766	IN
Allopurinol	C0002144	IN
Allylestrenol	C0002158	IN
Almacone-2	C0718401	BN
Almacone	C0718400	BN
Almazine	C1254036	BN
Almitrine Dimesylate	C0002165	IN
Almitrine	C0002164	IN
Almodan	C0591067	BN
Almora	C0718402	BN
Almotriptan malate	C0937898	IN
Alnide	C1177039	BN
Alocril	C0876882	BN
Aloe Cort	C0718403	BN
Aloe Extract	C0304554	IN
Aloe Polysaccharide	C1509940	IN
Aloe Vesta 2 in 1 Antifungal	C0718407	BN
Aloe Vesta	C0718406	BN
Aloe vera preparation	C0995182	IN
Aloh-Gel	C0718410	BN
Alomide	C0243736	BN
Alophen Pills-Chocolate	C0718412	BN
Alophen	C0591068	BN
Aloprim	C0875958	BN
Alor 5/500	C0718413	BN
Alora	C0718414	BN
Aloral	C1254025	BN
Aloxi	C1310735	BN
Alpain	C1628282	BN
Alpha E	C0718415	BN
Alphagan-P	C1170041	BN
Alphagan	C0594452	BN
Alphaglobin	C0524776	BN
Alphanine SD	C0718417	BN
Alphaparin	C1263315	BN
Alphaprodine Hydrochloride	C0028114	IN
Alphaprodine	C0002327	IN
Alphaquin HP	C0718418	BN
Alphatrex	C0718419	BN
Alphavase	C0591071	BN
Alphen Expectorant	C0718420	BN
Alphodith	C1262741	BN
Alprazalam	C1602298	BN
Alprazolam Intensol	C1614057	BN
Alprazolam	C0002333	IN
Alprenolol Hydrochloride	C0282044	IN
Alprenolol	C0002334	IN
Alprostadil Novaplus	C1170042	BN
Alprostadil	C0002335	IN
Alprozolam	C1602304	BN
Alramucil	C0718421	BN
Alrex	C0718422	BN
Alrheumat	C0591072	BN
Alseroxylon	C0002340	IN
Altabax	C1872275	BN
Altacaine	C1630464	BN
Altace	C0878061	BN
Altachlore	C1634527	BN
Altacite	C1620286	BN
Altafed	C0718424	BN
Altaflor	C0718425	BN
Altafluor	C1634528	BN
Altafrin	C1588135	BN
Altamist	C0718426	BN
Altarussin CF	C0718428	BN
Altarussin DM	C0718429	BN
Altarussin PE	C0718430	BN
Altarussin	C0718427	BN
Altaryl	C0718431	BN
Altatapp	C0718432	BN
Altazine	C1633760	BN
Altenol	C0718433	BN
Alteplase	C0032143	IN
Alternagel	C0718434	BN
Altex Liquid	C0718435	BN
Altex PSE	C0718436	BN
Alti Cefuroxime	C1601953	BN
Altinac	C0939774	BN
Altocor	C1170046	BN
Altoprev	C1602612	BN
Altorant	C0718437	BN
Altretamine	C0019453	IN
Alu-Cap	C0718438	BN
Alu-Tab	C0718439	BN
Aluline	C1254027	BN
Alumadrine	C0718440	BN
Alumina and Magnesia	C0718441	BN
Alumina/Magnesia/Simethicone	C0718442	BN
Aluminum Hydroxide (Gel), Dried	C0282045	IN
Aluminum Hydroxide Gel	C0002372	IN
Aluminum Hydroxide	C0002371	IN
Aluminum Oxide	C0002374	IN
Aluminum Sesquichlorohydrate	C1588587	IN
Aluminum aspirin	C0002370	IN
Aluminum carbonate	C0301464	IN
Aluminum chloride hexahydrate	C0051512	IN
Aluminum stearate	C0102850	IN
Alunex	C1263581	BN
Alupent	C0591074	BN
Alupram	C1256455	BN
Alustra	C1170047	BN
Aluzine	C1235656	BN
Alverine citrate	C0243365	IN
Am-Thav	C1588097	BN
AmBisome	C0591076	BN
AmLactin AP	C1170048	BN
Amantadine Hydrochloride	C0936072	IN
Amantadine Sulfate	C0002404	IN
Amantadine	C0002403	IN
Amaryl	C0595112	BN
Ambenonium Chloride	C0002413	IN
Ambenonium	C0002412	IN
Ambenyl-D	C0718447	BN
Ambenyl	C0718446	BN
Ambi 40/1000/60	C1816240	BN
Ambi 5/15/100	C1948573	BN
Ambi brand of carbetapentane-guaifenesin	C1813903	BN
Ambi brand of dextromethorphan-guaifenesin-pseudoephedrine	C1876128	BN
Ambi brand of dextromethorphan-guaifenesin	C1876124	BN
Ambi brand of guaifenesin-phenylephrine	C1813821	BN
Ambi brand of guaifenesin-pseudoephedrine	C1588177	BN
Ambi brand of guaifenesin	C1588120	BN
Ambi-1000	C1948592	BN
Ambi	C1601218	BN
Ambien	C0487782	BN
Ambifed G DM	C1590415	BN
Ambifed	C1601914	BN
Ambophen	C0718448	BN
Ambroxol hydrochloride	C1367795	IN
Ambroxol	C0002421	IN
Amcort	C0718449	BN
Amdinocillin Pivoxil	C0002436	IN
Amdinocillin	C0002435	IN
Amdry C	C1590306	BN
Amen	C0305236	BN
Amerge	C0594660	BN
Americaine Anesthetic Lubricant	C0305237	BN
Americaine Hemorrhoidal	C0718451	BN
Americaine Otic	C0718452	BN
Americaine	C0813697	BN
Americet	C0718453	BN
Amerifed DM	C1948536	BN
Amerifed	C1601496	BN
Amerituss AD	C1590704	BN
Amevive	C1170049	BN
Amficot	C0718454	BN
Ami-Tex LA	C0718457	BN
Ami-Tex PSE	C0718459	BN
Ami-Tex	C0718456	BN
Ami-rax	C0718458	BN
Amibid DM	C0718460	BN
Amibid LA	C0718461	BN
Amicar	C0702045	BN
Amidal brand of guaifenesin-phenylephrine hydrochloride	C1504667	BN
Amidate	C0718463	BN
Amidox	C1254181	BN
Amidrine	C0718464	BN
Amifostine	C0015020	IN
Amigesic	C0718465	BN
Amikacin Sulfate Novaplus	C1330048	BN
Amikacin Sulfate Pediatric Novaplus	C1330050	BN
Amikacin Sulfate	C0002501	IN
Amikacin	C0002499	IN
Amikin Pediatric	C0718467	BN
Amikin	C0700949	BN
Amilac	C0718468	BN
Amilamont	C0592897	BN
Amilon	C0718469	BN
Amiloride Hydrochloride	C0546849	IN
Amiloride	C0002502	IN
Aminacrine Hydrochloride	C0282047	IN
Aminacrine	C0002503	IN
Aminess	C0718476	BN
Amino Acid-Urea Cream	C0718477	BN
Amino Acids	C0002520	IN
Amino-Cerv	C0305244	BN
Amino-Opti-E	C0718479	BN
Aminobenzoate	C0552314	IN
Aminobutyrate	C0178474	IN
Aminobutyric Acid	C0220780	IN
Aminocaproate	C0368662	IN
Aminoglutethimide	C0002555	IN
Aminohippurate Sodium	C0700551	IN
Aminolevulinate	C0600157	IN
Aminolevulinic Acid Hydrochloride	C0876231	IN
Aminolevulinic Acid	C0002563	IN
Aminomine	C1618318	BN
Aminophylline	C0002575	IN
Aminopyrine	C0002586	IN
Aminosalicylic Acid	C0002590	IN
Aminosalicylic sodium	C0301336	IN
Aminosyn HF	C0718490	BN
Aminosyn II 4.25%-Dextrose 25%	C1171072	BN
Aminosyn II with Electrolytes	C0718487	BN
Aminosyn II	C0718481	BN
Aminosyn with Electrolytes	C0718488	BN
Aminosyn-HBC	C0718489	BN
Aminosyn-PF	C0718491	BN
Aminosyn-RF	C0718492	BN
Aminosyn	C0103040	BN
Amiodarone Hydrochloride Novaplus	C1330058	BN
Amiodarone hydrochloride	C0700442	IN
Amiodarone	C0002598	IN
Amipak	C0733478	BN
Amisulpride	C0103045	IN
Amitex LA	C1170050	BN
Amitiza	C1699150	BN
Amitone	C0718493	BN
Amitriptyline	C0002600	IN
Amix	C0591081	BN
Amlactin	C0718494	BN
Amlodipine Besylate	C0354468	IN
Amlodipine	C0051696	IN
Ammonium Chloride	C0002615	IN
Ammonium salicylate	C0771473	IN
Ammonium	C0002611	IN
Ammonul	C1652089	BN
Amnest	C1170051	BN
Amnesteem	C1330059	BN
Amobarbital	C0002640	IN
Amodiaquine hydrochloride	C0982016	IN
Amodiaquine	C0002641	IN
Amoram	C0591083	BN
Amorolfine hydrochloride	C0956137	IN
Amorolfine	C0051736	IN
Amoxapine	C0002644	IN
Amoxicillin monosodium salt	C0887551	IN
Amoxicillin trihydrate	C0521900	IN
Amoxicillin	C0002645	IN
Amoxicillinan	C1601563	BN
Amoxicot	C1170052	BN
Amoxidin	C1256679	BN
Amoxil Fiztab	C0731308	BN
Amoxil Pediatric Drops	C0305247	BN
Amoxil SF	C0731309	BN
Amoxil	C0700524	BN
Amoxymed	C1256681	BN
Amphadase	C1588306	BN
Amphetamine Sulfate	C0282051	IN
Amphetamine aspartate monohydrate	C1331034	IN
Amphetamine aspartate	C0724524	IN
Amphetamine saccharate	C1601983	IN
Amphetamine	C0002658	IN
Amphocil	C0700958	BN
Amphocin	C0718496	BN
Amphojel	C0718497	BN
Amphotec	C0718498	BN
Amphotericin B Colloidal Dispersion	C0338196	IN
Amphotericin B	C0002679	IN
Amphotericin	C0085795	IN
Ampicillin Sodium	C0282052	IN
Ampicillin Trihydrate	C0700443	IN
Ampicillin-Sulbactam Novaplus	C1961921	BN
Ampicillin	C0002680	IN
Ampitrin	C0595007	BN
Amprenavir	C0754188	IN
Amrinone lactate	C0304521	IN
Amrit	C0591084	BN
Amrix	C1961958	BN
Amsacrine	C0002699	IN
Amsidine	C0591085	BN
Amtussin	C0718499	BN
Amvisc	C0700888	BN
Amyl Nitrite	C0002711	IN
Amylases	C0002712	IN
Amylocaine hydrochloride	C0770968	IN
Amytal Sodium	C0592120	BN
Amytal	C0591086	BN
Ana-Guard	C0718500	BN
Anabact	C0731311	BN
Anabar	C1590213	BN
Anabolin LA	C0718502	BN
Anacaine	C0718503	BN
Anacin AF	C0718505	BN
Anacin Advanced Headache Formula	C1949385	BN
Anacin Aspirin Regimen	C1949569	BN
Anacin P.M. Aspirin Free	C0718506	BN
Anacin-3 Maximum Strength	C0718507	BN
Anacin	C0718504	BN
Anadin All-Night	C0731312	BN
Anadin Ibuprofen	C0595351	BN
Anadrol-50	C0718508	BN
Anaflex	C0733487	BN
Anafranil	C0002752	BN
Anagrelide hydrochloride	C0771907	IN
Analgesia Creme	C0718509	BN
Analgesic Balm with Capsaicin	C0718511	BN
Analgesic Pain Reliever	C0939253	BN
Analgesic brand of acetaminophen-phenyltoloxamine	C0728960	BN
Analpram HC	C0718512	BN
Anamantle HC	C1170053	BN
Anamine T.D.	C0718514	BN
Anamine	C0718513	BN
Ananase Forte	C1263246	BN
Anaplex DM	C0718516	BN
Anaplex DMX	C1614181	BN
Anaplex HD	C0718517	BN
Anaplex	C0718515	BN
Anaprox DS	C0718518	BN
Anaprox	C0699095	BN
Anaspaz	C0002802	BN
Anatuss DM	C0718521	BN
Anatuss LA	C0718522	BN
Anatuss	C0718520	BN
Anbesol Baby Teeth	C0718523	BN
Anbesol Cold Sore	C0875959	BN
Anbesol Maximum Strength	C0718524	BN
Anbesol	C0594245	BN
Ance 10	C1589017	BN
Ancef	C0700926	BN
Ancobon	C0733923	BN
Ancrod	C0002823	IN
Andec-TR	C0718526	BN
Andec	C0718525	BN
Andecon Pediatric Drops	C0718527	BN
Andehist DM NR	C1171142	BN
Andehist DM	C0939254	BN
Andehist NR	C1171143	BN
Andehist	C0939676	BN
Andro LA 200	C0718528	BN
Andro-Cyp 100	C0718529	BN
Andro-Cyp 200	C0718530	BN
AndroGel	C0875960	BN
Androderm	C0718531	BN
Android brand of methyltestosterone	C0718532	BN
Android-10	C0740105	BN
Android-25	C0917825	BN
Androlone-D	C0718533	BN
Andropatch	C0593310	BN
Androstenedione	C0002860	IN
Androxy	C1876010	BN
Andryl 200	C0718534	BN
Anectine Flo-Pack	C0305274	BN
Anectine	C0700978	BN
Anergan 50	C0718536	BN
Anest Hemor	C0718537	BN
Anestacaine	C0718538	BN
Anestacon	C0718539	BN
Anethaine	C0731314	BN
Anethole Trithione	C0002937	IN
Anexsia	C0718540	BN
Anextuss	C1590880	BN
Angelica sinensis preparation	C1122975	IN
Angeliq	C1455162	BN
Angeze SR	C1254057	BN
Angeze	C0590687	BN
Angilol	C0591093	BN
Angiofluor	C1602428	BN
Angiomax	C0939677	BN
Angiopine 40 LA	C0731317	BN
Angiopine MR	C0590663	BN
Angiopine	C0590662	BN
Angioscein	C0718541	BN
Angiozem CR	C0731318	BN
Angiozem	C0590674	BN
Angitate	C1254059	BN
Angitil SR	C0590675	BN
Angitil XL	C1254258	BN
Anhydrol Forte	C0731319	BN
Anhydrous Tacrolimus	C0771204	IN
Aniodarone	C1589341	BN
Anise oil	C0304095	IN
Anisotropine	C0301369	IN
Anistreplase	C0078956	IN
Annaplex DMX	C1702531	BN
Anolor 300	C0718543	BN
Anolor DH5	C0718544	BN
Anoquan	C0718545	BN
Anorex-SR	C0718546	BN
Anquil	C0591095	BN
Ansaid	C0700848	BN
Antabuse	C0591096	BN
Antacid (aluminum-magnesium)	C0718547	BN
Antacid Anti-Gas	C0718548	BN
Antacid DS with Simethicone	C0718550	BN
Antacid DS	C0718549	BN
Antacid Extra Strength	C0718551	BN
Antacid I	C0718552	BN
